section,category,subcategory,question_no,question,option_a,option_b,option_c,option_d,option_e,verified_answer,answer_text,source_key,status,basis
MPT Past Papers,Reasoning,Family relationships and coding,372,"A family consists of a man and his wife, their two daughters, and three sons with their wives. Each son has three sons and one daughter. How many female members are there in the family?",8,7,9,None of these,,C,9,D,CORRECTED — source key was wrong,wife + 2 daughters + 3 sons-wives + 3 granddaughters = 9
MPT Past Papers,Reasoning,Family relationships and coding,373,"If BAT is coded as 283, CAT is coded as 383 and ARE is coded as 801, then the code for BETTER is:",213303,213310,123301,012331,,B,213310,C,CORRECTED — source key was wrong,"B=2 E=1 T=3 R=0, so BETTER = 213310"
MPT Past Papers,Reasoning,Logic and cognition,374,"Sometimes we give a statement in favour of another statement, which is called:",Argument,Premises,Conclusion,None of these,,B,Premises,,ANSWER SUPPLIED BY REVIEW,a supporting statement is a premise
MPT Past Papers,Reasoning,Logic and cognition,375,Knowledge of children based on memory process is called:,Learning,Strategy,Metamemory,None of these,,C,Metamemory,,ANSWER SUPPLIED BY REVIEW,metamemory
MPT Past Papers,Reasoning,Logic and cognition,376,In which memory are all materials stored so that we can retrieve them later on?,Short term memory,Long term memory,Sensory memory,None of these,,B,Long term memory,,ANSWER SUPPLIED BY REVIEW,long-term memory
MPT Past Papers,Reasoning,Logic and cognition,377,"Who introduced the term ""Intelligence Quotient"" (I.Q)?",William Stern,A.R. Jensen,R.B. Cattell,None of these,,A,William Stern,,ANSWER SUPPLIED BY REVIEW,William Stern
MPT Past Papers,Reasoning,Psychology and research methods,378,Which of the following plays a major role in reaction to stress?,Confidence,Emotions,Personality,None of these,,C,Personality,,ANSWER SUPPLIED BY REVIEW,personality - low confidence
MPT Past Papers,Reasoning,Psychology and research methods,379,In which of the following options do we feel stress if we fail in the CSS examination?,Physical,Mental,Social Stigma,None of these,,B,Mental,,ANSWER SUPPLIED BY REVIEW,failing produces mental stress - low confidence
MPT Past Papers,Reasoning,Psychology and research methods,380,Which of the following techniques is useful to handle sensitive issues?,Random Response,Randomized Response,Physical Response,None of these,,B,Randomized Response,,ANSWER SUPPLIED BY REVIEW,randomized response technique
MPT Past Papers,Reasoning,"Relationships, ordering and inference",381,A bus for Islamabad leaves after every two minutes from a bus stand. An enquiry officer told a passenger that the bus had already left sixteen minutes ago and the next bus will leave at 08:15 pm. At what time did the enquiry officer give the information to the passenger?,07:23 pm,07:39 pm,07:49 pm,None of these,,D,None of these,,ANSWER SUPPLIED BY REVIEW,DEFECTIVE: a 2-minute interval cannot leave a 16-minute gap. This is a corrupted copy of #384.
MPT Past Papers,Reasoning,"Relationships, ordering and inference",382,"A is B's daughter, C is B's mother, D is B's sister and E is D's son. Then how is A related to E?",Uncle,Grand daughter,Cousin,None of these,,C,Cousin,C,VERIFIED — matches source,"their parents are siblings, so cousins"
MPT Past Papers,Reasoning,"Relationships, ordering and inference",383,"Pointing to a photograph, a man said, ""I have no brother, and that girl's father is my father's son."" Whose photograph was it?",His father,His own,His daughter,None of these,,C,His daughter,C,VERIFIED — matches source,"""my father's son"" with no brother = himself"
MPT Past Papers,Reasoning,"Relationships, ordering and inference",384,A bus for Islamabad leaves after every fifty two minutes from a bus stand. An enquiry officer told a passenger that the bus had already left sixteen minutes ago and the next bus will leave at 08:15 pm. At what time did the enquiry officer give the information to the passenger?,07:23 pm,07:39 pm,07:49 pm,None of these,,B,07:39 pm,B,VERIFIED — matches source,"(T-16)+52 = 20:15, so T = 19:39"
MPT Past Papers,Reasoning,"Relationships, ordering and inference",385,Pearl Tower is taller than Sky Tower but shorter than Ocean Tower. Ocean Tower and MCB Tower are of same height. Pearl Tower is shorter than Bahria Tower. Which one is the second shortest among all the buildings?,Pearl Tower,Sky Tower,Ocean Tower,None of these,,A,Pearl Tower,A,VERIFIED — matches source,Pearl is second shortest
MPT Past Papers,Reasoning,"Relationships, ordering and inference",386,"Peter is in the East of Tom and Tom is in the North of John. Mike is in the South of John, then in which direction of Peter is Mike?",South-East,South-West,South,None of these,,B,South-West,B,VERIFIED — matches source,Mike is south and west of Peter
MPT Past Papers,Reasoning,"Relationships, ordering and inference",387,"On a particular school day, a student will take classes of six subjects - Geography, History, Jurisprudence, Kinetics, Literature, and Mechanics. Each class will be taken only once on that day and their order is subject to the following conditions: (A) Geography has to be immediately after History. (B) Kinetics has to be earlier than Geography. (C) Mechanics has to be earlier than Literature. (D) Mechanics has to be either immediately before or immediately after Jurisprudence. If Literature is earlier than Kinetics, then History must be in the following position:",First,Third,Fifth,None of these,,C,Fifth,C,VERIFIED — matches source,M J L K H G puts History fifth
MPT Past Papers,Reasoning,"Relationships, ordering and inference",388,Six girls are sitting in a circle facing towards the centre of the circle. R is between N and S. P is next to the left of V. R is 4th to the right of P. What is the position of T?,To the immediate right of V,Second to the left of P,Second to the right of R,None of these,,A,To the immediate right of V,A,VERIFIED — matches source,T sits immediately right of V
MPT Past Papers,Reasoning,"Relationships, ordering and inference",389,"What is a and b in the given sequence: a, 13, 9, 3, -5, -15, b?","15, -25","15, -27","16, -28",None of these,,B,"15, -27",B,VERIFIED — matches source,"differences -2,-4,-6,-8,-10,-12 give 15 and -27"
MPT Past Papers,Reasoning,"Relationships, ordering and sequences",391,"A got more points than B but less than C. D got less points than E but more than A. If C gets less than D, then who gets the highest points?",D,E,C,None of these,,B,E,,ANSWER SUPPLIED BY REVIEW,"C<D<E and A<C, so E is highest"
MPT Past Papers,Reasoning,"Relationships, ordering and sequences",392,"P is the brother of Q and R. S is mother of R, and T is father of P. Which of the following statements is not exactly true?",T is Q's father,P is S's son,S is P's mother,Q is T's son,,D,Q is T's son,D,VERIFIED — matches source,Q's gender is never stated
MPT Past Papers,Reasoning,"Relationships, ordering and sequences",393,Arrange the given words in the order that they occur in dictionary: 1. Apparent 2. Apostate 3. Appoint 4. Apparel,"2, 1, 4, 3","2, 3, 4, 1","1, 4, 3, 2","2, 4, 1, 3",,D,"2, 4, 1, 3",D,VERIFIED — matches source,"Apostate, Apparel, Apparent, Appoint"
MPT Past Papers,Reasoning,"Relationships, ordering and sequences",394,"Adil, Badar, Saima, Dawood and Mehak each have different amount of money. Saima has more money than only Mehak; Badar has more money than Dawood but less than Adil. Who among them has the highest amount of money?",Badar,Dawood,Adil,None of these,,C,Adil,C,VERIFIED — matches source,Adil
MPT Past Papers,Reasoning,"Relationships, ordering and sequences",396,"Given: PQS, QRT, RSU, STV... What should follow?",TUW,SUV,STU,None of these,,A,TUW,D,CORRECTED — source key was wrong,"P,Q,R,S->T; Q,R,S,T->U; S,T,U,V->W, giving TUW"
MPT Past Papers,Reasoning,"Relationships, ordering and sequences",397,A clock is placed on a table such that at 6:00 pm the hour hand points to North-East. In which direction will the minute hand point at 9:15 pm?,South-East,North-West,South-West,None of these,,B,North-West,C,CORRECTED — source key was wrong,if 6 points NE then 3 points NW
MPT Past Papers,Reasoning,"Relationships, ordering and sequences",398,"The weights of 4 boxes are 20 kg, 30 kg, 50 kg and 70 kg. If a combination of boxes is made using each box only once then the total weight of the combination cannot be:",170 kg,160 kg,150 kg,None of these,,B,160 kg,B,VERIFIED — matches source,no subset of 20/30/50/70 sums to 160
MPT Past Papers,Reasoning,Sequences and inference,399,"What is the next term in the series? 11, 20, 35, 56, 83",108,116,122,None of these,,B,116,,ANSWER SUPPLIED BY REVIEW,"differences 9,15,21,27 then 33 -> 116"
MPT Past Papers,Reasoning,Sequences and inference,400,"The positions of the first and sixth digits in the number 5109238674 are interchanged. Similarly, the positions of second and seventh digits are interchanged and so on. Which one of the following will be the third digit from the right end after the rearrangement?",9,0,6,None of these,,B,0,B,VERIFIED — matches source,"after swapping, the number is 3867451092; third from right is 0"
MPT Past Papers,Reasoning,Sequences and inference,401,"Statement: ""Research reports that though Vitamin C present in fresh fruits and vegetables is beneficial for human body, capsule Vitamin C does not have the same effect on human body"". Which of the following sentence would logically come next? (i) The sale of capsule Vitamin C should be banned. (ii) People should be encouraged to take fresh fruits and vegetables to meet the body's requirement of Vitamin C.",Only (i) follows,Only (ii) follows,Neither (i) nor (ii) follows,Both (i) and (ii) follow,,B,Only (ii) follows,B,VERIFIED — matches source,only the second conclusion follows
MPT Past Papers,Reasoning,Sequences and inference,402,"What is the next term in the series: 11, 20, 38, 56, 83?",108,116,122,None of these,,D,None of these,D,VERIFIED — matches source,"differences 9,18,18,27 are irregular - corrupted copy of #399"
MPT Past Papers,English,Antonyms,403,Choose the option most nearly opposite of SARTORIAL.,Cheerful,Sincere,Inelegant,Homespun,,C,Inelegant,,ANSWER SUPPLIED BY REVIEW,sartorial = of elegant tailoring; opposite inelegant
MPT Past Papers,English,Antonyms,404,Choose the option most nearly opposite of SAPIENT.,Hunched,Strong,Simple,Simian,,C,Simple,,ANSWER SUPPLIED BY REVIEW,sapient = wise; opposite simple/foolish
MPT Past Papers,English,Antonyms,405,Choose the option most nearly opposite of MATUTINAL.,Paternal,Crepuscular,Maritime,Marsupial,,B,Crepuscular,,ANSWER SUPPLIED BY REVIEW,matutinal = of the morning; crepuscular = of twilight
MPT Past Papers,English,Antonyms,406,Choose the option most nearly opposite of GUMPTION.,Seriousness,Apathy,Levity,Despair,,B,Apathy,,ANSWER SUPPLIED BY REVIEW,gumption = initiative; opposite apathy
MPT Past Papers,English,Antonyms,407,Choose the option most nearly opposite of OBTUSE.,Slim,Acute,Opaque,Thick,,B,Acute,,ANSWER SUPPLIED BY REVIEW,obtuse = blunt; opposite acute
MPT Past Papers,English,Antonyms,408,Identify the antonym of Turpitude.,Passion,Happiness,Virtue,Corruption,,C,Virtue,A,CORRECTED — source key was wrong,turpitude = depravity; opposite VIRTUE
MPT Past Papers,English,Antonyms,409,Identify the antonym of Vituperate.,Praise,Indifferent,Agree,Berate,,A,Praise,D,CORRECTED — source key was wrong,"vituperate = to revile; opposite PRAISE. ""Berate"" is a synonym."
MPT Past Papers,English,Antonyms,410,Identify the antonym of Insouciant.,Carefree,Angry,Anxious,Dull,,C,Anxious,,ANSWER SUPPLIED BY REVIEW,insouciant = carefree; opposite anxious
MPT Past Papers,English,Antonyms,411,Identify the antonym of Vitriolic.,Bitter,Graceful,Active,Amiable,,D,Amiable,B,CORRECTED — source key was wrong,vitriolic = caustic; opposite AMIABLE
MPT Past Papers,English,Antonyms,412,Identify the antonym of Equanimity.,Astonishment,Displeased,Agitation,Tranquility,,C,Agitation,,ANSWER SUPPLIED BY REVIEW,equanimity = composure; opposite agitation
MPT Past Papers,English,Antonyms,413,Identify the antonym of Sibilant.,Loud,Whispering,Noisy,Sonorous,,D,Sonorous,B,CORRECTED — source key was wrong,"sibilant = soft hissing; opposite SONOROUS. ""Whispering"" is a synonym."
MPT Past Papers,English,Antonyms,414,Identify the antonym of Bastion.,Defenseless,Deformed,Destroyed,Demolished,,A,Defenseless,A,VERIFIED — matches source,bastion = stronghold
MPT Past Papers,English,Antonyms,415,Identify the antonym of Egregious.,Flagrant,Inconspicuous,Audacious,Blunt,,B,Inconspicuous,B,VERIFIED — matches source,egregious = conspicuously bad
MPT Past Papers,English,Antonyms,416,Identify the antonym of Melange.,Harmonious,Homogeneous,Amorphous,Anomalous,,B,Homogeneous,B,VERIFIED — matches source,melange = mixture
MPT Past Papers,English,Antonyms,417,Identify the antonym of Solipsist.,Self-Centered,Self-Absorbed,Selfless,Self-Stylist,,C,Selfless,C,VERIFIED — matches source,solipsist = self-absorbed
MPT Past Papers,English,Antonyms,418,Identify the antonym of Lionize.,Mistreat,Vilify,Lampoon,Ridicule,,B,Vilify,B,VERIFIED — matches source,lionize = to celebrate; opposite vilify
MPT Past Papers,English,Antonyms and analogies,419,Antonym of Cajole:,Wheedle,Coax,Badger,Dissuade,,D,Dissuade,D,VERIFIED — matches source,cajole = coax; opposite dissuade
MPT Past Papers,English,Antonyms and analogies,420,Antonym of Ephemeral:,Fleeting,Permanent,Transitory,Momentary,,B,Permanent,B,VERIFIED — matches source,ephemeral = fleeting
MPT Past Papers,English,Antonyms and analogies,421,Antonym of Flagrant:,Overt,Trifling,Evident,None of these,,B,Trifling,B,VERIFIED — matches source,flagrant = blatant; opposite trifling
MPT Past Papers,English,Antonyms and analogies,422,Antonym of Quixotic:,Impulsive,Prosthetic,Dreamy,Practical,,D,Practical,D,VERIFIED — matches source,quixotic = impractically idealistic
MPT Past Papers,English,Antonyms and analogies,423,Dependable : Capricious ::,Fallible : Cantankerous,Capable : Inept,Malleable : Inept,Incorrigible : Guilty,,B,Capable : Inept,B,VERIFIED — matches source,"dependable/capricious are opposites, as are capable/inept"
MPT Past Papers,English,Articles,424,_____ woman that we saw turned out to be our CEO.,A,The,That,An,,B,The,A,CORRECTED — source key was wrong,"a specific woman identified by a relative clause takes THE, not A"
MPT Past Papers,English,Grammar,454,Identify the sentence with a semantic error:,The dog chased its tail with a spoon.,The sun is shining in the sky.,The author is writing the book.,The rain is falling downwards.,,A,The dog chased its tail with a spoon.,A,VERIFIED — matches source,"chasing a tail ""with a spoon"" is semantically impossible"
MPT Past Papers,English,Grammar,455,Choose the sentence that is grammatically correct:,Neither of the boys have done his homework.,Neither of the boys has done his homework.,Neither of the boys have done their homeworks.,Neither of the boy has done his homework.,,B,Neither of the boys has done his homework.,B,VERIFIED — matches source,"""neither"" is singular -> has"
MPT Past Papers,English,Grammar,456,Choose the sentence that is grammatically correct:,She has been living here since five years.,She is living here for five years.,She has been living here for five years.,She lives here since five years.,,C,She has been living here for five years.,C,VERIFIED — matches source,"present perfect continuous with ""for"" + duration"
MPT Past Papers,English,Grammar and prepositions,457,"In the sentence ""The earth is larger than the moon"", 'than' is:",Subordinating Conjunction,Coordinating Conjunction,Not a conjunction,Both A and B,,A,Subordinating Conjunction,,ANSWER SUPPLIED BY REVIEW,"""than"" introduces a subordinate clause of comparison"
MPT Past Papers,English,Grammar and prepositions,458,"In the sentence ""Such was not my intention"", 'such' is:",Pronoun,Adjective,Conjunction,All of these,,A,Pronoun,,ANSWER SUPPLIED BY REVIEW,"""such"" stands in for the intention, so it is a pronoun"
MPT Past Papers,English,Grammar and prepositions,459,Ambition does not always conduce _____ ultimate happiness.,Of,In,To,From,,C,To,,ANSWER SUPPLIED BY REVIEW,conduce TO
MPT Past Papers,English,Grammar and prepositions,460,The holidays will begin _____ June 29.,On,From,In,With,,A,On,,ANSWER SUPPLIED BY REVIEW,on + a date
MPT Past Papers,English,Grammar and prepositions,461,Send this letter _____ my address.,To,On,At,Towards,,A,To,,ANSWER SUPPLIED BY REVIEW,send something TO an address
MPT Past Papers,English,Grammar and prepositions,462,"He accepted the car in lieu _____ his claim _____ Rs. 4,55,000.","Of, Of","With, For","Of, For","With, Of",,C,"Of, For",,ANSWER SUPPLIED BY REVIEW,in lieu OF ... claim FOR
MPT Past Papers,English,Grammar and prepositions,463,Choose the correct sentence:,All that is glitters is not gold,All that is glittering is not gold,All that glitters is not gold,All which glitters is not gold,,C,All that glitters is not gold,C,VERIFIED — matches source,proverb form
MPT Past Papers,English,Grammar and prepositions,464,Choose the correct sentence:,No less than twelve minutes left the hosted,No fewer than twelve minutes left hosted,No lesser than twelve minutes left the hosted,None of these,,D,None of these,D,VERIFIED — matches source,all three sentences are malformed
MPT Past Papers,English,Grammar and prepositions,466,"""Although they are 250 miles apart, they keep in constant contact on the internet."" This is a:",Simple sentence,Compound sentence,Complex sentence,Compound-complex sentence,,C,Complex sentence,C,VERIFIED — matches source,one subordinate clause + one main clause
MPT Past Papers,English,Grammar and prepositions,467,I know both of them are short _____ money because of their extravagant nature.,On,Of,In,With,,B,Of,D,CORRECTED — source key was wrong,"the idiom is ""short OF money"""
MPT Past Papers,English,Grammar and prepositions,468,He writes _____ red ink.,With,In,Of,By,,B,In,B,VERIFIED — matches source,write IN ink
MPT Past Papers,English,Grammar and prepositions,469,He was accused _____ theft.,Of,In,With,None of these,,A,Of,A,VERIFIED — matches source,accused OF
MPT Past Papers,English,Grammar and prepositions,470,Do not jeer _____ sacred things.,With,Upon,At,None of these,,C,At,C,VERIFIED — matches source,jeer AT
MPT Past Papers,English,Grammar and prepositions,471,He is so dull that he is insensible _____ the beauties of nature.,For,To,Of,With,,B,To,B,VERIFIED — matches source,insensible TO
MPT Past Papers,English,Grammar and sentence completion,472,"When the meeting had finished, they went _____ the plan once again.",Down,On,Up,Over,,D,Over,D,VERIFIED — matches source,go OVER = review
MPT Past Papers,English,Grammar and sentence completion,473,We have been able to obtain no information _____ his whereabouts.,That of,According to,In which,As to,,D,As to,D,VERIFIED — matches source,no information AS TO
MPT Past Papers,English,Grammar and sentence completion,474,"I didn't know whether you had to have one of these or not; if you _____ one, however, I would have given it to you freely.",Had to have,Had had to have,Had to had,Have to had,,B,Had had to have,A,CORRECTED — source key was wrong,"third conditional needs the past perfect: ""if you had had to have one"""
MPT Past Papers,English,Grammar and sentence completion,475,"Do you _____ go to sleep early, or is it insomnia?",Ever,Sometime,Never,Every time,,A,Ever,A,VERIFIED — matches source,"""ever"" fits the yes/no question"
MPT Past Papers,English,Grammar and sentence completion,476,"True health and true success go together, for they are inseparably _____ in the realm of thought.",Intertwined,Bound up,Tied up,Inter-related,,A,Intertwined,A,VERIFIED — matches source,"""inseparably intertwined"" is the set collocation"
MPT Past Papers,English,Grammar and usage,477,Choose the option that is correct according to the standard use of English.,A noise woke me up in the middle of the night,Noise woke me up in the middle of the night,A noise woke me up at the middle of the night,A noise woke me up on the middle of the night,,A,A noise woke me up in the middle of the night,,ANSWER SUPPLIED BY REVIEW,"""a noise ... in the middle of the night"""
MPT Past Papers,English,Grammar and usage,479,Choose the option that is correct according to the standard use of English.,Our friend has an apartment toward East London,Our friends has an apartment on East London,Our friend has an apartment in the East London,Our friend has an apartment in East London,,D,Our friend has an apartment in East London,,ANSWER SUPPLIED BY REVIEW,"IN + city district, no article"
MPT Past Papers,English,Grammar and usage,480,Choose the option that is correct according to the standard use of English.,The doctor told him to give up smoking,The doctor told him giving up smoking,The doctor told him to give up smoke,The doctor told him to give away smoking,,A,The doctor told him to give up smoking,,ANSWER SUPPLIED BY REVIEW,tell somebody TO DO something
MPT Past Papers,English,Grammar and usage,482,Choose the option that is correct according to the standard use of English.,He gave me all the maps free,He gave me all the maps freely,He gave me all the maps to free,He gave me all the maps in free,,A,He gave me all the maps free,,ANSWER SUPPLIED BY REVIEW,"""free"" = at no cost; ""freely"" means without restraint"
MPT Past Papers,English,Grammar and usage,485,Choose the option that is correct according to the standard use of English.,A cat can see in the darkness,The cat can see in the darkness,Cats can see in the darkness,A cat can see into the darkness,,C,Cats can see in the darkness,,ANSWER SUPPLIED BY REVIEW,generic plural is the natural form
MPT Past Papers,English,Grammar and usage,487,Choose the option that is correct according to the standard use of English.,Trees help to create a peaceful surrounding,Trees help to create a peaceful surroundings,Trees help to create peaceful surroundings,Trees help to create the peaceful surrounding,,C,Trees help to create peaceful surroundings,,ANSWER SUPPLIED BY REVIEW,"""surroundings"" is plural and takes no article here"
MPT Past Papers,English,Grammar and usage,488,Choose the sentence with an adverb.,Don't talk so loud,He lives in the next house,He is quick to take offense,The night is dark,,A,Don't talk so loud,,ANSWER SUPPLIED BY REVIEW,"""loud"" modifies the verb talk"
MPT Past Papers,English,Grammar and usage,489,Choose the sentence with the proper Adjective.,French wines are not available here,He showed much patience,He has lost all his wealth,I ate some rice,,A,French wines are not available here,,ANSWER SUPPLIED BY REVIEW,"""French"" is a proper adjective"
MPT Past Papers,English,Grammar and usage,490,Choose the sentence with the Adverb of time.,I have spoken to him already,He seldom comes here,The horse galloped away,The boy works hard,,A,I have spoken to him already,,ANSWER SUPPLIED BY REVIEW,"""already"" is an adverb of time"
MPT Past Papers,English,Grammar and usage,491,"In the sentence ""Ambition urges me forward"", 'forward' is:",An Adverb of place,An Adjective of place,An Adverb of time,An Adjective of time,,A,An Adverb of place,,ANSWER SUPPLIED BY REVIEW,"""forward"" modifies urges - adverb of place"
MPT Past Papers,English,Grammar and usage,492,"In the sentence ""Children love making mud castles"", 'making' is:",Verb,Main Verb,Gerund,Both A and B,,C,Gerund,,ANSWER SUPPLIED BY REVIEW,"""making"" is the object of love - a gerund"
MPT Past Papers,English,Grammar and usage,493,Which of the following sentences is grammatically correct?,I and my friends went to the movie.,My friends and I went to the movie.,Me and my friends went to the movie.,My friends and me went to the movie.,,B,My friends and I went to the movie.,B,VERIFIED — matches source,"subject pronoun I, and courtesy order"
MPT Past Papers,English,Grammar and usage,494,Which of the following is an example of a subordinate clause?,I like pizza,Because I like pizza,Pizza is my favorite food,I ate pizza for dinner,,B,Because I like pizza,B,VERIFIED — matches source,"""Because I like pizza"" cannot stand alone"
MPT Past Papers,English,Grammar and usage,497,Which sentence uses the correct adjective form?,The movie was more scarier than I expected,The movie was scarier than I expected,The movie was scare than I expected,The movie was scary than I expected,,B,The movie was scarier than I expected,A,CORRECTED — source key was wrong,"""scarier"" - ""more scarier"" is a double comparative and is wrong"
MPT Past Papers,English,Idioms,498,"""To have a chip on one's shoulder"" means:",To carry a piece of wood.,To be angry or resentful.,To be physically strong.,To have a big ego.,,B,To be angry or resentful.,B,VERIFIED — matches source,chip on the shoulder = resentment
MPT Past Papers,English,Idioms,499,"""To cast in the teeth"" means:",To confront someone openly.,To compliment someone sincerely.,To criticize or reproach someone.,To share a secret with someone.,,C,To criticize or reproach someone.,C,VERIFIED — matches source,cast in the teeth = to reproach
MPT Past Papers,English,Idioms,500,"""To pass the buck"" means:",To share a responsibility.,To play a card game.,To ignore a problem.,To make a decision quickly.,,A,To share a responsibility.,A,VERIFIED — matches source,"IMPRECISE: the idiom means to SHIFT responsibility onto another, not share it. A is the nearest option but the wording is wrong."
MPT Past Papers,English,Idioms,502,"What does the idiom ""To read the riot act"" mean?",To review a book about a riot.,To threaten someone with legal action.,To deliver a stern warning or reprimand.,To organize a protest or demonstration.,,C,To deliver a stern warning or reprimand.,D,CORRECTED — source key was wrong,read the riot act = deliver a stern reprimand
MPT Past Papers,English,Idioms,503,"What does the idiom ""To put a spoke in one's wheel"" mean?",To assist someone in their endeavors.,To obstruct or hinder someone's plans.,To repair a broken wheel.,To engage in a friendly race.,,B,To obstruct or hinder someone's plans.,B,VERIFIED — matches source,put a spoke in the wheel = obstruct
MPT Past Papers,English,Idioms,505,Emit smoke from seven orifices means:,To be very happy,To be extremely angry,To be very sad,None of these,,B,To be extremely angry,B,VERIFIED — matches source,extremely angry
MPT Past Papers,English,Idioms,506,To sell wolf tickets means:,To be honest and authentic,To talk tough but not back it up,To be weak and timid,To be intelligent and wise,,B,To talk tough but not back it up,B,VERIFIED — matches source,to talk tough without backing it up
MPT Past Papers,English,Idioms,507,The carrots are cooked means:,The situation is under control,The situation is hopeless,The situation is changing,The situation is improving,,B,The situation is hopeless,B,VERIFIED — matches source,the situation is hopeless
MPT Past Papers,English,Idioms,508,Forty winks means:,"A long, deep sleep",A short nap or brief period of sleep,A period of wakefulness,A dream or vision,,B,A short nap or brief period of sleep,B,VERIFIED — matches source,forty winks = a short nap
MPT Past Papers,English,Prepositions,510,The negotiations were marred _____ allegations of corruption that cast a shadow _____ the legitimacy of the entire process.,by; onto,with; against,amid; under,through; over,,A,by; onto,B,CORRECTED — source key was wrong,"""marred BY"" is the correct collocation; ""marred with"" is not"
MPT Past Papers,English,Prepositions,511,"His fascination with history compelled him to delve _____ ancient archives, uncovering forgotten tales _____ centuries past.",beneath; within,into; from,throughout; towards,amidst; about,,B,into; from,B,VERIFIED — matches source,"delve INTO, tales FROM"
MPT Past Papers,English,Prepositions,512,"The architect designed the futuristic skyscraper to blend seamlessly _____ the urban landscape, harmonizing _____ the existing structures.",with; through,within; along,amid; towards,into; against,,A,with; through,,ANSWER SUPPLIED BY REVIEW,"blend WITH, harmonize WITH"
MPT Past Papers,English,Prepositions,513,"The renowned philosopher delved deep _____ the intricacies of human consciousness, shedding light _____ the enigma of self-awareness.",within; towards,through; onto,amidst; against,onto; with,,B,through; onto,B,VERIFIED — matches source,"best of a weak set - ""shedding light onto"""
MPT Past Papers,English,Prepositions,514,"She embarked _____ a quest to decipher the cryptic symbols etched _____ the ancient artifact, unraveling its hidden secrets.",upon; beneath,towards; amidst,onto; through,about; within,,A,upon; beneath,A,VERIFIED — matches source,embark UPON
MPT Past Papers,English,Prepositions,515,"""The architect's vision seamlessly integrated the futuristic skyscraper _____ the existing cityscape, harmonizing _____ its historical architecture.""",with; into,amidst; towards,within; alongside,under; throughout,,A,with; into,A,VERIFIED — matches source,integrate WITH
MPT Past Papers,English,Prepositions,516,"The negotiations were conducted _____ utmost confidentiality, shrouding the details _____ the prying eyes of the media.",amidst; in,with; from,beneath; towards,beyond; about,,B,with; from,,ANSWER SUPPLIED BY REVIEW,"WITH confidentiality, shroud FROM"
MPT Past Papers,English,Prepositions,517,The emperor advocated the expostulation _____ calamities and reanimate officeholders to point out the officials' faults used for reference for the frequency of natural disasters _____ Yuan Dynasty.,"on, in","about, in","at, at","over, inside",,A,"on, in",A,VERIFIED — matches source,question text is garbled; A is the only coherent pairing
MPT Past Papers,English,Prepositions,518,The museum is situated both _____ the square and _____ the library.,"on, beneath","on, under","at, underneath","around, above",,B,"on, under",B,VERIFIED — matches source,on / under
MPT Past Papers,English,Prepositions,519,"The pusillanimous politician's lack of courage and conviction reeked _____ opportunism and cowardice, causing his supporters _____ lose faith in his ability to lead.","off, of","of, to","in, in","away, to",,B,"of, to",B,VERIFIED — matches source,"reek OF, cause someone TO"
MPT Past Papers,English,Reading comprehension,521,"The underlined word 'remote', as used in paragraph 4 of the passage, most nearly means:",Isolated,Nearby,Slow travelling,Difficult to see,,A,Isolated,,ANSWER SUPPLIED BY REVIEW,remote = isolated
MPT Past Papers,English,Reading comprehension,522,The passage explains that glaciers can be found where?,Only on Antarctica,Only Greenland and Alaska,On nearly every continent,On the north and south poles,,C,On nearly every continent,,ANSWER SUPPLIED BY REVIEW,glaciers occur on nearly every continent
MPT Past Papers,English,Reading comprehension,526,"The underlined word 'convey', as used in this passage, most accurately means:",Give birth to,Rationalize,Experiment,Explain,,D,Explain,B,CORRECTED — source key was wrong,"convey = to communicate or explain; ""rationalize"" is not a meaning of convey"
MPT Past Papers,English,Reading comprehension,527,What is the main idea of Plato's cave analogy?,This world is not all there is.,Mankind cannot hope to see the truth.,Humans are stupid.,Real things cast shadows.,,A,This world is not all there is.,A,VERIFIED — matches source,Plato's cave: the visible world is not the whole of reality
MPT Past Papers,English,Reading comprehension,529,"The underlined word temporal, as used in the passage, most nearly means:",Imaginary,Hypothetical,Old-fashioned,Temporary,,D,Temporary,D,VERIFIED — matches source,"temporal = of time, temporary"
MPT Past Papers,English,Reading comprehension,535,"The underlined word 'tremulous', as used in this passage, most nearly means:",Trembling,Torpid,Wavering,Infirm,,A,Trembling,A,VERIFIED — matches source,tremulous = trembling
MPT Past Papers,English,Sentence completion,540,The settlers found an ideal location with plenty of _____ land for farming and a mountain stream for fresh water and irrigation.,Candid,Quaint,Arable,Saline,,C,Arable,,ANSWER SUPPLIED BY REVIEW,arable = fit for farming
MPT Past Papers,English,Sentence completion,541,"What is most needed in a discussion of immigration are solid facts, not wishful thinking; realities, not _____.",Fears,Ideas,Myths,Veracities,,C,Myths,,ANSWER SUPPLIED BY REVIEW,realities vs myths
MPT Past Papers,English,Sentence completion,542,The defendant claimed that he was innocent and that his confession was _____.,Flagrant,Coerced,Terse,Benign,,B,Coerced,,ANSWER SUPPLIED BY REVIEW,coerced confession
MPT Past Papers,English,Sentence completion,543,The rebel spies were charged with _____ and put on trial.,Attrition,Reiteration,Sedition,Perdition,,C,Sedition,,ANSWER SUPPLIED BY REVIEW,sedition
MPT Past Papers,English,Sentence completion,544,"Zachary was doomed to a miserable life, for no matter how much he had, he always _____ the possessions of others.",Protracted,Exalted,Coveted,Filibustered,,C,Coveted,,ANSWER SUPPLIED BY REVIEW,coveted
