id,word,pronunciation_arpabet,primary_part_of_speech,primary_definition,synonyms,examples,source_list_count,priority_tier,source,ranking_source_url,verified_on
"vocab-1137","malingerer","","noun","someone shirking their duty by feigning illness or incapacity  ","[""skulker"",""shammer""]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1138","malodorous","","adjective","having an unpleasant smell  ","[""malodourous"",""unpleasant-smelling"",""ill-smelling"",""stinky""]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1139","mannered","M AE1 N ER0 D","adjective","having unnatural mannerisms","[]","[""brief, mannered and unlifelike idiom""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1140","manumit","","verb","free from slavery or servitude  ","[""emancipate""]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1141","mar","M AA1 R","verb","make imperfect","[""impair"",""spoil"",""deflower"",""vitiate""]","[""nothing marred her beauty""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1142","mediate","M IY1 D IY0 EY2 T","adjective","acting through or dependent on an intervening agency","[]","[""the disease spread by mediate as well as direct contact"",""mediate between the old and the new""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1143","meretricious","","adjective","like or relating to a prostitute","[]","[""meretricious relationships""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1144","mesmerize","M EH1 Z M ER0 AY2 Z","verb","induce hypnosis in  ","[""hypnotize"",""hypnotise"",""mesmerise"",""magnetize"",""magnetise"",""bewitch"",""spellbind""]","[""She magnetized the audience with her tricks""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1145","meteoric","M IY2 T IY0 AO1 R IH0 K","adjective","like a meteor in speed or brilliance or transience","[]","[""a meteoric rise to fame"",""meteoric shower"",""meteoric impacts""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1146","mettle","M EH1 T AH0 L","noun","the courage to carry on","[""heart"",""nerve"",""spunk""]","[""he kept fighting on pure spunk"",""you haven't got the heart for baseball""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1147","militate","M IH1 L IH0 T EY2 T","verb","have force or influence","[]","[""bring about an effect or change"",""Politeness militated against this opinion being expressed""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1148","mirth","M ER1 TH","noun","great merriment  ","[""hilarity"",""mirthfulness"",""glee"",""gleefulness""]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1149","miser","M AY1 Z ER0","noun","a stingy hoarder of money and possessions (often living miserably)  ","[]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1150","miserly","M AY1 Z ER0 L IY0","adjective","(used of persons or behavior) characterized by or indicative of lack of generosity","[""mean"",""mingy"",""tight""]","[""a mean person"",""he left a miserly tip""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1151","misnomer","M IH0 S N OW1 M ER0","noun","an incorrect or unsuitable name  ","[]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1152","missive","M IH1 S IH0 V","noun","a written message addressed to a person or organization","[""letter""]","[""mailed an indignant letter to the editor""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1153","mite","M AY1 T","noun","any of numerous very small to minute arachnids often infesting animals or plants or stored foods  ","[]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1154","modish","","adjective","in the current fashion or style  ","[""latest"",""a la mode(p)"",""in style(p)"",""in vogue(p)""]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1155","monotony","M AH0 N AA1 T AH0 N IY0","noun","constancy of tone or pitch or inflection  ","[""humdrum"",""sameness""]","[""he had never grown accustomed to the monotony of his work"",""he was sick of the humdrum of his fellow prisoners"",""he hated the sameness of the food the college served""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1156","moratorium","M AO2 R AH0 T AO1 R IY0 AH0 M","noun","suspension of an ongoing activity  ","[]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1157","morbid","M AO1 R B AH0 D","adjective","suggesting an unhealthy mental state","[]","[""morbid interest in death"",""morbid curiosity""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1158","nefarious","N AH0 F EH1 R IY0 AH0 S","adjective","extremely wicked","[""villainous""]","[""nefarious schemes"",""a villainous plot"",""a villainous band of thieves""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1159","negate","N IH0 G EY1 T","verb","prove negative","[""contradict""]","[""show to be false""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1160","negligible","N EH1 G L AH0 JH AH0 B AH0 L","adjective","not worth considering","[""paltry"",""trifling""]","[""he considered the prize too paltry for the lives it must cost"",""piffling efforts"",""a trifling matter"",""insignificant""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1161","neologism","","noun","the act of inventing a word or phrase  ","[""neology"",""coinage""]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1162","nonentity","N AA0 N EH1 N T AH0 T IY0","noun","a person of no influence  ","[""cipher"",""cypher"",""nobody"",""nonexistence""]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1163","obfuscate","AA1 B F AH0 S K EY2 T","verb","make obscure or unclear  ","[]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1164","objective","AH0 B JH EH1 K T IH0 V","adjective","belonging to immediate experience of actual things or events","[""accusative""]","[""objective benefits"",""an objective example"",""there is no objective evidence of anything of the kind"",""objective art""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1165","obsolete","AA1 B S AH0 L IY2 T","adjective","no longer in use","[""disused""]","[""obsolete words""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1166","odium","","noun","state of disgrace resulting from detestable behavior  ","[]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1167","omniscient","AA0 M N IH1 SH AH0 N T","adjective","infinitely wise  ","[""all-knowing""]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1168","opulence","AA1 P Y AH0 L AH0 N S","noun","wealth as evidenced by sumptuous living  ","[""luxury"",""luxuriousness"",""sumptuousness""]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1169","oscillate","AA1 S AH0 L EY2 T","verb","move or swing from side to side regularly","[""vibrate""]","[""the needle on the meter was oscillating""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1170","oust","AW1 S T","verb","remove and replace","[""throw out"",""drum out"",""boot out"",""kick out"",""expel""]","[""The word processor has ousted the typewriter"",""The chairman was ousted after he misappropriated funds""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1171","outlandish","AW0 T L AE1 N D IH0 SH","adjective","conspicuously or grossly unconventional or unusual","[""bizarre"",""eccentric"",""freakish"",""freaky"",""flaky"",""flakey"",""gonzo"",""off-the-wall"",""outre""]","[""restaurants of bizarre design--one like a hat, another like a rabbit"",""famed for his eccentric spelling"",""a freakish combination of styles"",""his off-the-wall antics""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1172","overt","OW0 V ER1 T","adjective","open and observable","[""open""]","[""not secret or hidden"",""an overt lie"",""overt hostility"",""overt intelligence gathering""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1173","overweening","","adjective","presumptuously arrogant","[""uppity""]","[""had a witty but overweening manner"",""no idea how overweening he would be- S.V.Benet"",""getting a little uppity and needed to be slapped down- NY Times""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1174","painstaking","P EY1 N S T EY2 K IH0 NG","adjective","characterized by extreme care and great effort","[""conscientious"",""scrupulous""]","[""conscientious application to the work at hand"",""painstaking research"",""scrupulous attention to details""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1175","pall","P AA1 L","verb","lose strength or effectiveness","[]","[""become or appear boring, insipid, or tiresome (to)"",""the course palled on her"",""pall the beer""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1176","palpable","P AE1 L P AH0 B AH0 L","adjective","so intense as to be almost touched or felt","[""tangible""]","[""there was a palpable sense of joy in the air"",""a palpable tumor"",""especially capable of being handled or touched or felt"",""a barely palpable dust""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1177","parable","P EH1 R AH0 B AH0 L","noun","(New Testament) any of the stories told by Jesus to convey his religious message","[]","[""the parable of the prodigal son""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1178","paradigm","P EH1 R AH0 D AY2 M","noun","the generally accepted perspective of a particular discipline at a given time","[]","[""he framed the problem within the psychoanalytic paradigm""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1179","parity","P EH1 R AH0 T IY0","noun","functional equality  ","[""conservation of parity"",""space-reflection symmetry"",""mirror symmetry""]","[""if one is odd and the other is even they have different parity"",""parity is often used to check the integrity of transmitted data""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1180","parley","P AA1 R L IY0","verb","discuss, as between enemies  ","[]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1181","pathological","P AE2 TH AH0 L AA1 JH IH0 K AH0 L","adjective","caused by or evidencing a mentally disturbed condition","[""pathologic""]","[""a pathological liar"",""a pathological urge to succeed"",""pathological laboratory""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1182","patrician","P AH0 T R IH1 SH AH0 N","adjective","befitting a person of noble origin","[]","[""a patrician nose""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1183","pecuniary","P EH0 K Y UW1 N IY0 EH2 R IY0","adjective","relating to or involving money","[""monetary""]","[""monetary rewards"",""he received thanks but no pecuniary compensation for his services""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1184","pedagogue","","noun","someone who educates young people  ","[""educator"",""pedagog""]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1185","peevish","P IY1 V IH0 SH","adjective","easily irritated or annoyed","[""cranky"",""fractious"",""irritable"",""nettlesome"",""peckish"",""pettish"",""petulant"",""scratchy"",""testy"",""tetchy""]","[""an incorrigibly fractious young man"",""not the least nettlesome of his countrymen""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1186","penitent","P EH1 N IH0 T IH0 N T","adjective","feeling or expressing remorse for misdeeds  ","[""repentant""]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1187","perjury","P ER1 JH ER0 IY0","noun","criminal offense of making false statements under oath  ","[""bearing false witness"",""lying under oath""]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1188","perquisite","P ER1 K W AH0 Z IH0 T","noun","a right reserved exclusively by a particular person or group (especially a hereditary or official right)","[""prerogative"",""privilege"",""exclusive right"",""fringe benefit"",""perk""]","[""suffrage was the prerogative of white adult males"",""a limousine is one of the fringe benefits of the job""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1189","pique","P IY1 K","verb","cause to feel resentment or indignation","[""offend"",""temper"",""irritation""]","[""Her tactless remark offended me"",""his temper sparked like damp firewood""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1190","plasticity","","noun","the property of being physically malleable","[""malleability""]","[""the property of something that can be worked or hammered or shaped without breaking""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1191","pliant","P L AY1 AH0 N T","adjective","capable of being bent or flexed or twisted without breaking","[""bendable"",""pliable"",""waxy"",""elastic"",""flexible"",""ductile"",""malleable"",""tensile"",""tractile""]","[""a flexible wire"",""a pliant young tree"",""an adaptable person"",""a flexible personality""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1192","plucky","P L AH1 K IY0","adjective","showing courage","[""feisty"",""spunky"",""gutsy""]","[""the champion is faced with a feisty challenger"",""robust and uninhibited"",""you have to admire her"",""it was a gutsy thing to do""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1193","plumb","P L AH1 M","adverb","exactly","[""plum""]","[""fell plumb in the middle of the puddle"",""the tower of Pisa is far out of plumb""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1194","plutocracy","","noun","a political system governed by the wealthy people  ","[]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1195","politic","P AA1 L AH0 T IH2 K","adjective","smoothly agreeable and courteous with a degree of sophistication","[""smooth"",""suave"",""bland""]","[""he was too politic to quarrel with so important a personage"",""the manager pacified the customer with a smooth apology for the error"",""it is neither polite nor politic to get into other people's quarrels"",""a politic decision""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1196","polyglot","P AA2 L IY2 G L AA0 T","adjective","having a command of or composed in many languages","[]","[""a polyglot traveler"",""a polyglot Bible contains versions in different languages""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1197","preamble","P R IY0 AE1 M B AH0 L","verb","make a preliminary introduction, usually to a formal document  ","[]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1198","predecessor","P R EH1 D AH0 S EH2 S ER0","noun","one who precedes you in time (as in holding a position or office)  ","[]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1199","presentiment","","noun","a feeling of evil to come","[""foreboding"",""premonition"",""boding""]","[""a steadily escalating sense of foreboding"",""the lawyer had a presentiment that the judge would dismiss the case""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1200","presumption","P R IH0 Z AH1 M P SH AH0 N","noun","a kind of discourtesy in the form of an act of presuming","[""presumptuousness"",""effrontery"",""assumption""]","[""his presumption was intolerable"",""he despised them for their presumptuousness""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1201","pretentious","P R IY0 T EH1 N SH AH0 S","adjective","making claim to or creating an appearance of (often undeserved) importance or distinction","[]","[""a pretentious country house"",""a pretentious fraud"",""a pretentious scholarly edition""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1202","profound","P R OW0 F AW1 N D","adjective","situated at or extending to great depth","[""unfathomed"",""unplumbed"",""unsounded""]","[""too deep to have been sounded or plumbed"",""the profound depths of the sea"",""the dark unfathomed caves of ocean-Thomas Gray"",""unplumbed depths of the sea""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1203","profusion","P R AH0 F Y UW1 ZH AH0 N","noun","the property of being extremely abundant","[""profuseness"",""richness"",""cornucopia""]","[""the profusion of detail"",""the idiomatic richness of English""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1204","proletarian","P R OW2 L AH0 T EH1 R IY0 AH0 N","adjective","belonging to or characteristic of the proletariat  ","[""prole"",""worker""]","[""workers of the world--unite!""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1205","prolific","P R OW0 L IH1 F IH0 K","adjective","bearing in abundance especially offspring","[""fertile""]","[""flying foxes are extremely prolific"",""a prolific pear tree""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1206","prolix","","adjective","tediously prolonged or tending to speak or write at great length","[]","[""editing a prolix manuscript"",""a prolix lecturer telling you more than you want to know""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1207","prologue","P R OW1 L AA0 G","noun","an introduction to a play  ","[]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1208","prophetic","P R AH0 F EH1 T IH0 K","adjective","foretelling events as if by supernatural intervention","[""prophetical""]","[""prophetic writings"",""prophetic powers"",""words that proved prophetic""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1209","proponent","P R AH0 P OW1 N AH0 N T","noun","a person who pleads for a cause or propounds an idea  ","[""advocate"",""advocator"",""exponent""]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1210","protean","P R OW0 T IY1 AH0 N","adjective","taking on different forms","[]","[""eyes...of that baffling protean grey which is never twice the same""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1211","provisional","P R AH0 V IH1 ZH AH0 N AH0 L","adjective","under terms not final or fully worked out or agreed upon","[""probationary"",""provisionary"",""tentative""]","[""probationary employees"",""a provisional government"",""just a tentative schedule""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1212","pulchritude","","noun","physical beauty (especially of a woman)  ","[]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1213","quaff","K W AA1 F","noun","a hearty draft  ","[]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1214","quarantine","K W AO1 R AH0 N T IY2 N","verb","place into enforced isolation, as for medical reasons","[]","[""My dog was quarantined before he could live in England""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1215","queue","K Y UW1","noun","a braid of hair at the back of the head  ","[""waiting line""]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1216","quip","K W IH1 P","verb","make jokes or quips","[""gag"",""wisecrack"",""crack"",""sally"",""epigram""]","[""The students were gagging during dinner""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1217","rampart","R AE1 M P AA2 R T","noun","an embankment built around a space for defensive purposes","[""bulwark"",""wall""]","[""they stormed the ramparts of the city"",""they blew the trumpet and the walls came tumbling down""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1218","rancor","R AE1 NG K ER0","noun","a feeling of deep and bitter anger and ill-will  ","[""resentment"",""bitterness"",""gall"",""rancour""]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1219","rapacious","R AH0 P AE1 SH IH0 S","adjective","excessively greedy and grasping","[""ravening"",""voracious""]","[""a rapacious divorcee on the prowl"",""ravening creditors"",""paying taxes to voracious governments""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1220","rapt","R AE1 P T","adjective","feeling great rapture or delight  ","[""ecstatic"",""enraptured"",""rapturous"",""rhapsodic""]","[]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1221","raucous","R AO1 K AH0 S","adjective","disturbing the public peace","[""rowdy"",""strident""]","[""loud and rough"",""a raucous party"",""rowdy teenagers""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1222","ravenous","R AE1 V AH0 N AH0 S","adjective","devouring or craving food in great quantities","[""edacious"",""esurient"",""rapacious"",""ravening"",""voracious"",""wolfish"",""famished"",""sharp-set"",""starved""]","[""edacious vultures"",""a rapacious appetite"",""ravenous as wolves"",""voracious sharks""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1223","reactionary","R IY0 AE1 K SH AH0 N EH2 R IY0","adjective","opposed to political or social liberalism or reform  ","[""reactionist"",""far-right"",""ultraconservative"",""extreme right-winger""]","[""an opponent of progress or liberalism""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1224","recourse","R IY1 K AO0 R S","noun","something or someone turned to for assistance or security","[""refuge"",""resort""]","[""his only recourse was the police"",""took refuge in lying"",""have recourse to the courts"",""an appeal to his uncle was his last resort""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
"vocab-1225","redolent","R EH1 D AH0 L AH0 N T","adjective","having a strong pleasant odor","[""aromatic"",""redolent(p)"",""smelling(p)"",""evocative"",""remindful"",""reminiscent"",""resonant""]","[""the pine woods were more redolent- Jean Stafford"",""the hall was redolent of floor wax"",""air redolent with the fumes of beer and whiskey"",""cannot forbear to close on this redolent literary note- Wilder Hobson""]","5","high","WordNet 3.1; CMU Pronouncing Dictionary; cross-list GRE frequency ranking","https://github.com/Xatta-Trone/gre-words-collection","2026-07-16"
